Sex,Age,ChargeDegree,DaysInJail,DaysInCustody,Priors,Label
Male,24,M,2,2,2,1
Female,20,M,1,1,1,0
Male,44,F,20,20,29,1
Female,46,M,31,31,1,1
Female,36,F,1,1,1,0
Male,23,M,0,193,0,1
Male,21,F,0,177,2,1
Male,29,F,1,32,6,1
Male,25,F,7,17,15,1
Female,26,M,6,4,0,0
Female,50,M,7,5,7,1
Male,32,F,98,99,1,0
Male,45,F,1,11,0,0
Male,30,F,83,84,1,0
Female,44,F,5,6,10,1
Male,58,F,1,87,0,1
Male,24,F,0,2,5,0
Male,20,F,1,1,2,1
Male,29,M,0,6,0,1
Male,38,M,0,19,27,1
Male,62,F,24,24,5,0
Female,46,F,29,1,1,0
Male,29,F,15,15,18,1
Male,30,F,1,71,0,1
Male,55,F,2,0,8,1
Male,25,F,82,157,10,1
Male,47,M,27,49,2,0
Male,30,F,474,475,13,1
Male,24,F,1,0,7,1
Male,48,F,3,1,2,1
Male,45,F,1,14,0,1
Male,26,M,2,2,2,0
Male,34,M,2,2,1,0
Male,21,M,0,2,0,1
Female,69,M,0,0,2,0
Male,24,F,5,1,6,1
Male,45,M,0,1,1,0
Male,28,M,76,77,3,0
Male,25,M,0,1,12,1
Male,52,M,10,19,2,0
Male,34,F,1,1,0,1
Male,32,F,36,37,6,1
Male,47,F,89,56,11,0
Male,38,M,10,10,2,1
Male,32,F,27,94,2,0
Male,23,F,0,17,8,1
Male,59,F,0,434,9,1
Male,24,F,37,9,5,1
Male,35,F,0,1,6,0
Male,24,F,0,58,0,1
Male,35,M,64,97,1,0
Male,58,M,0,0,3,0
Male,27,F,2,1,7,1
Male,24,F,45,12,7,1
Male,33,M,0,0,2,0
Male,44,F,1,1,4,0
Male,30,F,2,2,3,0
Female,39,F,6,7,2,0
Male,26,F,4,8,1,1
Male,23,F,2,2,0,0
Male,29,F,49,32,12,1
Male,30,F,64,64,14,1
Male,21,F,77,0,2,1
Male,30,F,0,0,6,1
Male,31,F,0,1,9,1
Female,21,F,12,12,3,0
Male,77,M,3,3,1,0
Male,61,F,118,119,4,0
Female,24,M,1,1,0,0
Male,34,F,8,8,3,1
Male,25,M,0,9,8,1
Male,59,F,1,2,0,0
Male,55,F,1,38,1,1
Female,22,M,30,31,2,0
Male,32,F,4,1,0,1
Male,53,M,2,2,5,0
Male,50,M,0,1,1,0
Male,26,F,2,36,1,1
Male,21,F,1,2,3,1
Male,36,F,0,1,7,1
Male,35,F,191,423,16,1
Female,25,M,1,2,0,0
Female,31,M,117,117,2,0
Female,26,F,1,15,1,0
Male,40,F,0,1,5,0
Male,33,F,2,3,12,1
Male,36,F,40,41,1,0
Male,30,F,0,0,2,0
Male,30,F,3,12,0,0
Male,41,F,220,1,19,0
Female,21,M,65,65,1,0
Female,29,F,0,0,0,0
Male,50,F,2,3,0,0
Male,35,F,169,9,4,0
Male,37,F,1,0,18,1
Male,43,F,25,0,4,1
Male,29,M,39,39,12,1
Female,61,F,1,1,0,0
Female,22,F,2,1,4,1
Male,27,F,0,1,2,1
Female,34,M,15,16,1,0
Male,24,F,0,7,0,0
Female,34,F,25,26,1,0
Female,20,M,1,6,1,1
Male,51,F,1,1,4,1
Male,37,F,2,177,9,0
Male,42,F,1,30,8,1
Female,29,F,1,1,1,0
Male,36,F,13,13,12,0
Male,39,F,2,9,0,1
Male,32,M,1,1,2,0
Male,30,F,1,1,1,0
Female,27,F,3,13,8,0
Female,30,F,2,4,0,1
Female,43,M,1,1,0,1
Male,30,M,0,1,14,1
Male,22,F,178,178,2,1
Female,26,M,0,2,1,0
Male,37,F,38,4,3,0
Male,25,F,0,1,5,1
Male,65,F,0,23,1,1
Male,52,F,7,1,0,1
Male,37,F,48,14,9,0
Male,32,F,120,27,3,0
Male,21,F,243,1646,16,1
Male,47,M,66,81,13,1
Female,36,F,0,0,4,0
Female,25,F,12,12,6,1
Male,32,M,1,26,4,1
Male,27,F,131,132,2,0
Male,26,M,26,26,8,1
Male,21,F,22,22,1,0
Male,46,M,0,1,1,0
Male,40,M,31,32,25,1
Male,38,M,1,1,3,0
Male,41,F,58,58,7,0
Male,25,F,43,73,7,1
Male,21,F,11,11,1,0
Female,74,M,0,0,0,0
Male,41,M,0,1,5,1
Male,57,F,320,320,11,1
Female,27,M,0,0,0,0
Male,30,M,1,2,2,0
Female,33,F,1,2,3,1
Male,24,M,0,0,2,0
Female,42,F,1,2,0,1
Female,30,F,0,0,2,0
Male,33,F,45,45,0,0
Male,38,F,4,4,1,0
Male,21,F,7,14,3,1
Female,41,M,0,1,9,1
Female,28,M,2,2,5,0
Female,52,F,0,0,3,0
Male,21,F,0,20,4,0
Female,22,F,2,2,1,0
Male,32,F,0,6,3,0
Male,25,F,90,22,0,1
Male,40,M,0,1,2,0
Female,29,F,47,48,0,0
Male,24,M,24,69,4,1
Male,24,F,0,133,16,1
Male,36,F,117,118,27,1
Male,26,F,0,1,5,0
Male,50,F,9,9,1,0
Male,21,F,0,38,1,1
Male,24,F,0,7,4,1
Male,33,F,57,35,16,1
Male,29,M,1,1,3,0
Male,38,F,0,32,0,1
Male,46,F,10,11,1,0
Male,33,M,14,102,11,1
Male,31,F,0,0,20,1
Male,21,M,4,4,0,0
Male,60,M,1,0,1,1
Female,39,F,0,8,3,1
Female,23,M,0,3,3,1
Male,35,F,11,19,4,0
Male,49,F,2,3,12,1
Male,22,F,0,1,6,0
Female,29,F,1,3,0,1
Male,31,M,1,2,0,0
Male,31,F,37,207,5,1
Female,34,M,3,4,1,0
Male,24,F,7,0,8,0
Male,26,F,41,41,3,0
Male,20,F,0,0,0,1
Male,29,F,33,33,16,1
Male,29,F,2,1,7,0
Female,56,F,0,1,3,0
Male,40,F,4,75,0,1
Male,22,M,54,0,2,1
Male,22,F,0,77,2,1
Female,27,F,1,5,5,1
Male,36,F,0,0,1,0
Male,56,F,23,23,17,1
Male,36,M,1,2,0,0
Male,32,F,2,2,0,0
Female,34,F,25,26,5,1
Male,20,F,13,4,3,1
Male,38,M,5,6,5,0
Male,27,F,9,9,0,1
Male,20,F,16,17,2,1
Female,29,F,1,6,1,1
Female,35,F,2,1,7,1
Male,37,M,1,1,1,1
Male,63,F,0,1,0,0
Male,27,F,3,7,0,0
Male,24,M,0,276,2,1
Male,32,M,0,1,14,1
Male,25,F,33,33,4,1
Male,24,M,0,1,13,0
Male,27,M,1,65,0,0
Female,48,M,9,10,0,0
Female,26,M,0,1,1,0
Male,58,F,0,0,0,0
Male,23,F,19,69,3,1
Male,22,M,0,0,5,1
Female,51,F,60,60,4,0
Male,41,F,3,6,0,0
Female,39,M,2,15,3,0
Male,22,M,1,1,1,1
Male,33,F,116,116,8,1
Male,36,F,47,1,2,1
Male,20,F,5,105,2,1
Male,38,M,1,1,17,1
Male,64,M,0,1,1,0
Male,22,F,5,40,1,1
Male,69,M,2,2,0,1
Female,27,M,16,1,1,1
Female,30,M,7,8,1,0
Female,43,F,0,1,0,0
Male,24,F,29,30,0,1
Male,22,M,0,9,2,1
Male,34,M,76,77,0,0
Male,20,F,2,2,3,0
Male,22,M,1,2036,1,1
Male,29,F,186,187,20,1
Male,33,F,49,1,9,1
Male,55,F,0,18,7,0
Male,22,F,1,7,1,0
Male,55,F,9,9,1,0
Female,43,F,1,7,0,1
Male,21,F,6,28,3,1
Male,38,F,52,52,7,0
Female,28,M,0,1,1,0
Male,45,F,1,1,0,0
Male,39,F,13,14,1,0
Male,79,M,1,1,1,0
Male,20,F,31,54,5,1
Male,31,M,0,7,6,0
Male,30,M,0,13,5,1
Male,32,F,0,73,5,1
Male,56,M,3,4,1,0
Male,43,M,2,2,2,0
Male,27,F,35,142,21,1
Male,41,M,3,16,0,0
Male,43,M,1,2,3,1
Female,33,F,1,1,1,0
Male,22,F,9,9,0,0
Male,69,F,0,1,0,0
Male,32,F,0,5,5,1
Male,22,F,0,38,1,1
Male,46,F,78,79,0,0
Male,34,M,1,1,1,0
Female,32,M,10,12,0,0
Male,25,M,1,37,7,1
Female,21,M,1,1,1,1
Male,63,F,1,2,9,1
Male,24,F,0,1,8,1
Male,29,M,1,18,2,0
Male,20,F,0,0,6,1
Female,40,M,2,3,0,0
Male,30,F,0,207,7,1
Male,36,M,6,7,10,1
Male,50,F,5,1,5,0
Male,37,M,75,18,4,1
Male,34,F,0,13,1,0
Female,35,F,1,1,0,0
Female,31,M,1,2,1,1
Male,23,F,70,70,11,0
Male,37,F,4,1,2,1
Male,20,F,0,11,0,0
Male,54,F,0,84,22,1
Male,34,F,11,1,12,1
Male,59,M,0,1,2,1
Male,37,M,12,28,2,0
Male,38,F,0,1,0,1
Male,45,F,5,1,1,1
Male,22,F,36,16,1,0
Male,24,F,35,53,4,1
Male,25,F,36,339,5,0
Male,24,F,1,71,6,1
Female,32,F,0,28,2,1
Male,39,F,20,20,8,0
Male,49,F,0,34,3,1
Male,20,F,0,1,2,1
Male,31,F,0,21,11,1
Male,58,F,185,2,7,1
Male,50,M,0,1,2,0
Male,26,F,1,1,13,1
Male,20,F,2,3,2,0
Male,51,M,1,2,1,1
Male,30,M,18,1,2,0
Male,39,M,3,3,0,0
Male,26,F,50,70,10,1
Male,26,F,33,33,2,0
Male,35,F,134,168,14,1
Male,20,M,0,1,0,0
Female,51,F,146,146,7,0
Male,26,F,2,0,5,0
Male,28,F,15,162,0,1
Male,25,F,1,448,0,1
Male,21,F,0,1,11,1
Male,20,F,40,40,2,1
Male,24,F,18,19,5,1
Male,35,F,2,2,22,1
Female,27,F,2,1,0,1
Male,50,F,9,385,2,1
Male,25,M,1,33,5,0
Male,31,M,40,21,15,1
Male,26,F,1,58,0,0
Male,33,F,0,1,2,1
Male,37,M,0,1,0,1
Male,21,F,0,0,1,0
Female,20,F,2,8,0,1
Male,43,M,0,1,1,1
Male,30,F,1,1,1,1
Female,33,M,4,3,3,1
Male,24,F,93,93,3,0
Female,52,M,0,1,0,1
Female,30,F,6,6,11,1
Male,47,F,0,18,13,1
Male,41,M,2,2,10,0
Male,21,F,0,1378,5,1
Male,48,F,5,5,6,0
Male,52,F,33,407,2,1
Female,34,M,1,1,1,0
Male,35,F,1,5,0,1
Male,25,F,1,0,1,1
Male,31,F,5,6,1,0
Male,43,F,21,21,3,1
Male,34,F,26,78,21,1
Male,25,F,0,1,2,1
Male,56,F,0,1,6,0
Male,66,M,1,2,0,0
Male,28,M,0,52,7,0
Male,22,F,2,10,3,1
Male,33,M,1,0,10,1
Male,31,F,1,1,1,0
Male,22,M,53,54,0,0
Male,35,F,1,1,5,0
Male,29,F,1,22,3,1
Female,34,F,0,1,0,0
Male,23,F,3,4,1,1
Male,43,F,0,1,2,0
Male,38,F,0,1,0,0
Male,39,F,0,1,3,0
Male,24,F,0,1,2,1
Female,55,M,1,2,0,0
Male,35,F,0,1,1,1
Male,61,F,1,1,25,0
Male,33,M,10,11,0,0
Male,40,F,1,13,4,0
Male,33,F,0,0,3,0
Male,32,F,90,91,16,1
Male,30,F,37,179,0,1
Female,57,F,257,258,4,0
Male,26,F,47,242,3,1
Male,54,F,2,2,0,0
Female,29,F,2,3,0,0
Female,40,M,1,1,0,0
Male,28,F,1,231,1,1
Female,25,M,0,1,1,0
Male,44,M,2,153,3,0
Male,48,M,0,0,1,0
Female,59,F,60,60,1,0
Male,29,F,72,8,0,0
Male,56,M,0,0,0,0
Female,29,M,0,1,0,0
Female,34,M,0,1,4,0
Male,40,F,0,1,5,1
Male,31,F,2,3,0,0
Male,47,F,1,2,3,0
Male,24,F,49,318,8,1
Female,20,F,36,37,1,0
Male,39,F,118,119,4,0
Male,29,F,0,1,10,1
Male,30,F,6,7,2,0
Female,26,F,0,7,4,1
Male,61,M,0,1,2,0
Male,37,M,0,0,3,0
Male,38,F,1,26,1,1
Male,24,F,49,49,2,1
Male,30,M,1,1,0,0
Male,20,M,0,1,1,1
Male,56,F,71,140,22,1
Female,50,F,0,0,3,1
Male,47,F,2,2,0,0
Male,56,F,238,238,5,0
Female,58,F,0,1,1,0
Male,30,F,0,1,10,1
Male,28,M,5,38,12,1
Male,59,M,62,63,1,0
Male,20,F,187,145,2,1
Male,23,M,2,3,5,1
Female,28,F,0,13,2,1
Male,50,F,33,31,3,1
Male,35,M,0,1,3,1
Male,22,F,5,26,1,1
Male,22,F,2,9,0,0
Male,46,M,29,27,3,1
Male,61,F,0,49,8,1
Male,44,F,1,2,1,0
Female,34,M,1,1,0,1
Male,29,F,0,1,1,1
Male,20,F,0,1,1,1
Male,29,M,5,0,8,0
Male,48,F,0,92,5,1
Female,31,M,4,4,0,0
Male,34,F,0,1,4,0
Male,54,F,0,1,21,0
Male,20,F,0,1,8,0
Male,31,F,36,36,1,1
Male,22,M,0,9,0,0
Male,36,M,0,1,6,0
Male,50,M,1,1,15,0
Male,47,F,3,2,26,1
Female,49,M,1,1,0,0
Female,25,F,95,28,7,1
Male,49,F,9,285,10,1
Male,21,F,36,36,4,0
Female,26,F,1,1,5,1
Male,61,F,0,1,0,0
Female,25,F,0,1,2,1
Female,26,F,0,1,1,0
Male,50,F,47,4,10,0
Male,55,F,6,1,8,1
Male,32,F,44,18,4,1
Male,29,F,2,3,1,0
Male,53,M,0,2,1,0
Female,27,F,25,26,1,1
Male,29,F,0,1,4,0
Male,26,F,2,19,0,1
Male,23,M,0,0,3,1
Male,43,M,2,2,3,1
Male,33,F,1,1,18,1
Male,32,M,21,157,1,1
Female,38,F,39,210,7,1
Male,40,F,1,102,20,0
Male,34,F,1,48,16,1
Male,41,M,2,2,1,1
Male,57,F,151,152,7,0
Male,39,F,31,16,2,1
Male,26,F,7,7,3,0
Male,52,M,0,1,7,0
Male,22,F,31,32,2,1
Male,24,F,35,58,3,0
Male,27,F,5,2,11,1
Male,23,F,22,23,3,0
Male,56,F,60,21,28,0
Male,28,F,0,177,2,1
Male,33,M,1,39,5,1
Male,25,F,1,1,1,1
Male,36,F,15,15,19,1
Female,25,F,0,13,0,0
Female,24,F,2,7,0,0
Male,28,F,5,9,4,1
Male,28,M,1,1695,13,1
Male,23,M,1,0,0,1
Male,50,M,40,40,1,1
Female,55,F,1,1,2,0
Male,22,F,2,12,0,1
Male,38,F,56,9,14,0
Female,30,F,0,1,3,0
Male,52,F,40,40,1,0
Male,37,F,2,136,16,1
Female,41,M,29,29,1,0
Male,21,M,0,1,0,1
Male,22,M,8,9,1,0
Male,38,M,197,198,7,0
Male,31,F,8,8,0,0
Male,28,F,53,31,0,0
Male,21,F,2,1,3,1
Male,34,F,1,1,22,1
Male,32,F,69,70,3,0
Male,36,M,7,7,9,0
Male,24,M,15,15,0,1
Male,61,M,34,35,8,0
Male,32,F,5,6,10,0
Female,57,F,0,1,2,0
Male,33,F,152,26,6,1
Male,30,F,1,1,2,1
Male,29,M,11,0,1,0
Female,21,F,0,0,1,0
Male,36,M,0,0,2,0
Male,59,F,178,93,17,0
Male,35,F,0,1,6,1
Male,49,M,1,1,0,0
Male,26,F,0,25,5,1
Male,21,F,8,8,3,1
Male,49,F,0,1,29,1
Male,23,F,177,177,1,0
Female,37,M,0,0,23,1
Male,20,F,37,38,2,1
Male,28,F,14,14,1,0
Male,29,F,0,0,3,1
Male,25,F,0,0,2,1
Male,20,F,33,49,2,1
Male,30,M,0,1,3,1
Male,55,F,300,301,5,0
Female,52,F,6,56,6,0
Male,52,F,0,1,16,1
Male,27,F,2,329,1,1
Male,60,M,10,11,2,0
Female,25,M,0,1,2,0
Female,20,F,2,3,4,1
Male,28,F,37,41,3,1
Male,39,M,38,5,3,0
Male,22,F,11,31,1,0
Male,24,F,0,19,1,1
Female,28,F,191,6,0,0
Male,35,F,22,0,10,1
Male,22,F,7,7,2,1
Male,39,F,0,0,9,0
Female,46,F,0,1,1,0
Male,47,M,3,4,3,0
Male,26,M,323,34,5,0
Male,33,F,130,130,3,0
Female,23,F,25,25,0,0
Female,52,F,0,0,0,1
Female,22,M,0,1,5,1
Male,50,M,30,31,2,0
Male,20,F,1,18,6,1
Female,46,F,0,0,0,0
Male,38,F,0,1737,11,1
Female,36,F,0,1,9,1
Female,34,F,9,9,5,1
Male,18,F,23,24,11,1
Female,26,F,1,21,3,1
Female,23,F,11,12,0,0
Female,32,M,7,7,9,1
Male,44,M,0,0,1,1
Male,53,F,117,118,9,1
Male,27,F,119,119,6,0
Male,27,F,0,1,4,1
Male,25,F,0,0,2,0
Male,48,F,134,134,18,1
Male,19,F,8,0,5,1
Male,53,F,11,11,0,0
Male,37,F,51,1,2,1
Male,27,F,0,0,7,1
Female,29,F,6,1,1,1
Female,21,F,1,59,2,1
Female,24,F,1,1,7,0
Female,24,M,0,1,5,0
Male,46,F,0,1,1,0
Male,32,F,1,1,7,0
Male,24,F,9,9,2,0
Female,38,F,2,3,0,0
Male,30,F,2,4,17,1
Male,26,M,10,0,31,1
Male,57,F,9,9,2,0
Male,43,F,2,2,0,0
Male,22,M,0,0,0,0
Female,28,M,12,36,9,1
Male,51,F,6,0,3,0
Male,41,F,1,1,3,0
Male,48,F,1,1,3,1
Male,26,M,1,2,0,1
Male,31,F,0,1,6,1
Male,27,M,1,8,10,0
Male,25,M,0,15,0,0
Male,56,M,0,0,3,0
Female,29,M,1,2,1,0
Female,30,F,0,3,3,1
Male,21,F,2,0,0,0
Male,35,F,0,7,2,0
Male,48,F,0,3,4,0
Male,22,M,2,3,7,1
Male,37,F,169,233,2,0
Male,33,F,0,6,0,0
Male,23,F,1,2,6,1
Male,22,M,0,1,1,1
Male,44,M,5,5,2,0
Male,26,M,14,15,4,0
Male,29,F,1,14,2,0
Female,28,F,2,1,0,1
Male,20,F,11,53,0,0
Female,24,M,1,1,9,0
Female,36,F,0,5,7,1
Male,37,F,0,1,6,1
Female,21,F,4,32,1,0
Male,27,F,25,26,8,1
Male,42,M,6,6,0,0
Male,23,F,2,7,8,1
Male,43,F,0,1,1,0
Male,38,F,0,0,0,1
Male,24,F,3,4,1,1
Female,64,F,4,4,0,0
Male,48,M,1,2,0,0
Male,32,F,1,79,14,1
Female,39,F,57,177,0,1
Female,22,M,0,0,1,0
Male,20,F,58,58,2,1
Male,21,F,4,1,0,1
Male,49,M,40,40,2,0
Male,50,F,1,1,2,0
Male,30,M,206,206,3,0
Male,51,F,151,152,12,1
Male,21,M,47,48,4,1
Male,21,F,1,104,4,1
Male,31,F,0,18,1,0
Male,23,M,3,4,2,1
Male,32,F,1,1,4,1
Male,28,F,2,2,11,1
Male,50,F,67,1,17,1
Female,19,F,2,2,1,1
Male,31,M,0,1,1,0
Male,41,F,39,39,6,1
Male,28,M,34,34,4,1
Male,29,F,0,44,6,1
Male,49,F,1,1,0,0
Male,38,M,0,78,4,0
Male,22,F,16,33,4,1
Male,46,M,37,38,0,1
Male,38,F,1,1,0,1
Female,27,M,18,19,11,1
Male,22,F,0,1,6,1
Male,29,M,0,1,11,0
Male,23,F,5,5,6,1
Male,39,M,1,1,2,0
Male,47,M,2,3,0,0
Male,26,F,1,2,7,1
Female,21,F,4,7,0,1
Male,55,F,28,8,12,0
Male,63,M,1,2,2,0
Male,55,M,1,2,27,0
Male,57,M,21,0,21,1
Male,54,M,1,2,2,1
Male,25,M,4,4,4,0
Male,34,F,1,32,0,0
Female,48,F,1,1,4,1
Male,25,F,49,33,4,1
Male,57,F,0,1,0,0
Male,46,F,0,0,2,0
Male,32,F,1,3,9,0
Female,25,F,0,8,5,1
Male,35,F,108,109,4,1
Female,33,F,2,2,2,1
Male,26,F,21,16,2,1
Male,49,F,42,72,10,1
Male,29,M,3,3,2,0
Male,28,M,1,0,6,1
Male,53,F,3,137,20,0
Male,57,M,1,1,1,0
Male,29,F,119,9,4,1
Male,27,F,43,44,0,0
Male,29,M,3,2,0,1
Male,25,M,3,1,1,1
Male,67,F,1,2,0,0
Female,53,F,2,2,3,0
Male,23,F,40,121,1,0
Female,55,F,0,1,0,0
Male,26,F,2,268,11,1
Male,51,F,63,123,2,1
Male,30,F,0,14,1,1
Female,48,F,9,10,0,1
Male,77,M,2,1,1,1
Male,21,F,1,0,6,1
Male,46,F,58,61,11,1
Male,54,F,3,3,4,1
Male,54,F,0,1,3,0
Male,26,F,42,43,15,0
Male,23,F,255,255,10,1
Male,27,F,2,6,1,0
Male,39,F,18,18,2,0
Male,35,F,4,4,13,0
Male,29,M,0,1,1,1
Male,30,M,1,5,10,1
Male,41,F,6,6,6,0
Male,32,M,115,115,1,0
Male,48,M,0,0,12,0
Male,39,F,64,64,2,0
Male,52,M,4,118,0,1
Male,31,F,0,0,4,1
Male,22,F,1,10,4,1
Male,56,M,1,36,4,1
Female,46,M,0,0,0,0
Female,52,F,62,62,23,1
Male,29,F,1,1,7,1
Male,39,F,40,40,8,0
Male,35,F,1,5,9,0
Male,26,M,14,0,1,0
Male,27,F,28,222,5,1
Female,34,F,13,14,10,1
Male,47,F,112,84,21,1
Male,27,M,31,32,2,0
Male,27,F,14,14,6,0
Female,32,M,0,0,0,1
Male,28,M,56,57,8,1
Male,25,F,4,140,6,1
Male,22,M,24,25,3,1
Male,43,M,1,1,4,0
Male,52,F,117,32,7,1
Male,28,F,1,1,12,1
Male,21,F,394,395,1,1
Male,23,M,7,35,5,1
Female,50,M,0,1,0,1
Male,27,M,0,163,1,0
Female,26,F,2,2,5,0
Male,27,F,1,1,5,1
Male,30,M,0,0,11,1
Male,58,M,1,1,0,0
Male,27,F,1,33,16,1
Male,28,F,0,7,5,1
Male,24,F,2,2,21,1
Male,45,F,270,270,1,1
Male,50,M,1,1,0,0
Female,30,F,0,0,15,1
Male,25,F,0,1,1,1
Male,43,F,1,4,0,1
Male,24,F,0,14,0,1
Male,34,F,1,1,10,0
Male,26,F,3,3,2,0
Male,31,F,0,52,0,0
Male,23,F,22,22,4,1
Male,39,F,18,18,0,0
Male,50,F,0,1,4,1
Female,21,F,1,1,3,0
Male,20,F,0,1,1,0
Male,54,M,118,381,12,1
Female,27,F,4,4,2,1
Male,45,F,1,0,5,1
Male,34,F,1,1,17,1
Female,55,F,1,1,0,0
Male,20,F,0,0,1,1
Male,37,M,6,6,5,1
Female,41,F,23,24,2,1
Male,21,F,0,7,1,1
Male,22,F,8,35,3,1
Male,42,F,1,1,8,0
Female,23,M,0,1,0,1
Female,40,F,0,1,1,0
Male,19,F,43,1765,5,1
Male,20,M,3,4,0,0
Female,44,F,0,1,0,1
Male,20,M,1,2,0,0
Male,27,M,0,1,5,0
Male,20,M,0,7,0,1
Male,28,F,30,22,1,1
Male,29,F,4,1,9,1
Male,45,M,0,1,4,1
Female,24,F,57,117,2,1
Male,60,F,38,28,15,1
Male,43,F,38,39,9,1
Male,23,F,6,6,4,1
Male,27,F,12,1,0,0
Male,31,M,48,49,7,1
Male,22,F,5,33,0,1
Female,46,F,55,56,4,0
Male,53,M,206,76,3,0
Female,37,F,33,26,5,1
Female,35,F,1,1,7,1
Female,53,F,1,1,0,0
Male,48,M,4,4,7,1
Male,63,M,9,9,22,1
Female,56,M,0,1,2,1
Male,25,F,0,10,6,1
Female,49,F,0,0,0,0
Male,34,M,29,3,0,1
Male,21,M,1,1471,0,1
Male,23,F,1,15,0,1
Male,57,F,0,0,0,0
Male,29,F,8,9,9,1
Female,34,F,13,13,0,0
Male,25,F,35,35,5,1
Male,51,F,0,0,1,0
Male,53,M,1,1401,13,0
Female,43,F,0,0,6,0
Male,34,F,1,1,0,0
Female,27,F,0,8,2,1
Male,51,M,5,6,0,0
Male,26,M,0,1,1,0
Male,47,F,2,2,5,0
Female,36,F,1,1,0,0
Male,41,F,0,93,4,1
Male,21,F,34,34,2,0
Male,25,M,0,1,10,0
Male,27,F,3,3,1,1
Female,31,F,1,0,2,1
Male,24,M,97,56,8,1
Female,44,F,11,11,3,1
Female,28,F,0,1,1,0
Male,28,F,170,171,6,1
Male,66,F,0,3,5,1
Male,20,M,0,0,0,0
Male,27,F,0,1,2,0
Male,25,F,5,42,3,1
Male,31,M,28,28,8,0
Female,39,F,62,63,1,0
Female,41,F,1,46,7,1
Male,26,F,1,1,0,0
Male,22,F,6,34,2,1
Female,29,M,0,0,2,1
Male,25,F,0,44,7,1
Male,50,M,32,33,18,1
Male,50,F,3,1,5,1
Female,20,M,0,1,0,1
Male,56,M,0,1,5,0
Female,48,F,0,1,1,0
Male,21,F,1,21,1,0
Male,31,M,33,34,2,1
Male,35,M,0,0,0,0
Male,25,M,39,40,6,1
Male,34,F,0,1,2,1
Male,32,F,24,25,0,0
Male,33,M,46,47,1,0
Female,31,F,33,359,1,1
Male,29,F,45,45,6,1
Male,25,F,62,62,2,0
Male,26,M,11,11,13,0
Male,31,M,1,0,11,1
Male,28,M,8,8,3,1
Female,47,F,2,2,1,0
Female,27,F,14,15,11,1
Male,24,F,6,7,2,1
Male,22,M,0,1,4,0
Male,28,F,3,3,5,1
Female,51,F,1,2,1,0
Male,49,M,0,1,1,0
Male,33,M,23,24,0,1
Male,34,F,131,131,6,1
Male,30,M,32,35,9,1
Male,44,F,21,21,0,1
Male,41,F,0,1,15,1
Male,57,M,0,1,2,0
Female,44,M,30,31,1,0
Male,36,M,1,1,1,0
Male,28,M,5,5,0,0
Male,31,M,0,0,3,1
Male,29,F,6,7,9,1
Male,21,M,15,16,1,0
Female,49,F,9,28,25,1
Male,35,F,87,2,0,1
Female,25,M,1,7,1,1
Male,32,M,0,1,3,1
Male,35,F,1,1,9,0
Male,23,F,31,232,8,0
Male,31,F,0,52,9,1
Male,22,M,1,1,0,1
Female,20,F,18,33,0,1
Male,29,F,1,1569,10,1
Male,31,F,0,1,2,0
Male,59,M,0,1,0,0
Male,39,M,1,1,2,1
Male,27,F,0,0,3,1
Male,22,F,4,5,1,0
Male,21,F,0,1448,0,1
Male,30,F,7,32,11,1
Male,47,M,0,2,5,1
Male,25,F,14,15,7,0
Male,27,F,3,3,14,0
Male,28,F,190,190,4,0
Male,54,F,8,31,3,1
Male,54,F,14,64,11,1
Male,30,F,16,16,2,0
Female,31,F,0,1,4,0
Female,29,M,1,1,0,1
Male,33,M,4,1,2,0
Male,28,F,74,74,2,0
Male,35,M,1,2,0,1
Male,29,F,1,18,2,1
Male,30,F,5,52,15,0
Female,44,M,1,2,1,0
Male,27,F,0,225,2,1
Female,63,M,0,1,0,0
Male,27,F,0,36,6,1
Male,36,F,37,13,0,1
Male,31,F,336,2148,6,1
Male,21,F,1,18,0,0
Male,23,F,1,1,1,0
Male,55,F,43,43,1,0
Male,40,F,75,76,1,0
Male,30,M,1,0,3,1
Male,23,F,1,0,1,1
Male,61,M,1,1,14,0
Male,22,F,10,1,0,1
Male,49,F,91,91,2,1
Male,31,F,25,26,8,0
Male,50,F,1,2,7,1
Female,31,M,0,0,3,1
Male,32,F,3,4,7,0
Female,26,F,12,42,7,1
Male,44,F,0,3,0,1
Male,43,F,1,1,3,1
Male,31,M,2,3,11,1
Female,24,M,0,0,1,1
Male,41,F,0,22,13,1
Male,67,M,42,42,0,0
Male,40,F,1,3,1,0
Male,20,F,0,11,0,1
Female,45,F,2,2,1,0
Male,29,M,60,60,4,1
Female,34,F,0,8,1,1
Male,23,M,149,149,1,1
Male,46,F,8,8,4,0
Male,31,M,27,2,9,1
Male,24,M,0,0,1,0
Male,28,F,0,1464,1,1
Female,25,M,1,2,0,1
Male,29,F,258,258,5,0
Male,28,F,165,121,3,1
Male,25,M,2,48,2,0
Male,29,F,13,14,0,0
Female,26,F,3,1,1,0
Male,23,F,1,2,4,1
Male,20,F,35,110,1,1
Male,29,F,2,2,1,0
Male,45,F,0,1,3,0
Male,35,M,0,1,0,1
Male,23,M,0,0,0,1
Male,27,M,27,1,7,1
Female,24,F,0,116,1,1
Male,27,F,1,36,10,1
Male,22,M,24,24,1,0
Female,43,F,43,1,3,1
Male,26,M,2,1,4,1
Male,26,M,68,78,7,0
Male,29,F,1,31,3,1
Female,42,F,8,46,20,1
